Freq/Channel,Start,Stop,Min Amp,Peak Amp,CFAR Low,CFAR High,message start
11,671484379563854,671484379573021,3452,24520,118,311,0.0
20,671484379576422,671484379585838,17318,26200,108,304,669531252194422.0
19,671484379576172,671484379585922,1498,19756,118,321,0.0
21,671484379576505,671484379586338,1214,20369,94,300,0.0
33,671484379589922,671484379598255,499,1266,80,255,0.0
30,671484379589255,671484379598505,2262,20902,94,290,0.0
31,671484379589505,671484379598755,18259,27252,83,279,669531252194422.0
32,671484379589672,671484379599255,528,12478,97,297,0.0
49,671484379603672,671484379610922,253,1447,83,234,0.0
46,671484379602255,671484379611588,4460,20449,97,293,0.0
47,671484379602672,671484379611838,16668,28315,80,272,669531252194422.0
48,671484379603172,671484379612255,298,14203,83,272,0.0
9,671484379614854,671484379623854,627,16776,150,339,0.0
10,671484379615271,671484379624521,17507,26915,164,356,669531252194422.0
11,671484379615771,671484379625021,3614,19678,153,349,0.0
34,671484379630005,671484379636422,290,1199,97,230,0.0
31,671484379628172,671484379637255,474,21238,83,276,0.0
32,671484379628588,671484379637755,16967,26897,101,293,669531252194422.0
33,671484379628838,671484379638172,4133,16625,83,279,0.0
3,671484379640854,671484379650437,337,16874,108,307,0.0
4,671484379641187,671484379650687,18782,26697,104,304,669531252194422.0
5,671484379641354,671484379651104,1162,17848,115,318,0.0
27,671484379654088,671484379662838,4027,19809,90,272,0.0
28,671484379654588,671484379663922,15578,27910,94,290,669531252194422.0
29,671484379654922,671484379664255,4399,17927,97,293,0.0
38,671484379667005,671484379676755,240,15816,80,286,0.0
39,671484379667588,671484379676755,17812,26238,97,290,669531252194422.0
40,671484379667672,671484379677172,990,16325,122,321,0.0
9,671484379679604,671484379688271,796,18286,90,272,0.0
10,671484379680187,671484379689687,19301,26941,122,321,669531252194422.0
11,671484379680437,671484379690104,1200,19442,125,328,0.0
20,671484379693088,671484379702588,474,18654,101,300,0.0
21,671484379693338,671484379702922,17879,27670,101,304,669531252194422.0
22,671484379693588,671484379703422,1164,16534,87,293,0.0
31,671484379706088,671484379715672,3111,19742,83,286,0.0
32,671484379706505,671484379715922,15747,27739,90,286,669531252194422.0
33,671484379706755,671484379716338,3083,14838,87,290,0.0
50,671484379721505,671484379727922,191,1107,122,258,0.0
46,671484379720672,671484379728005,318,1313,101,255,0.0
47,671484379719005,671484379728505,4228,23391,76,276,0.0
48,671484379719588,671484379728838,19798,24349,80,272,669531252194422.0
49,671484379719672,671484379729172,1103,15803,80,279,0.0
21,671484379733505,671484379739672,221,1187,104,234,0.0
50,671484379732255,671484379740422,3313,19718,199,370,0.0
19,671484379732505,671484379741838,17250,25894,174,370,669531252194422.0
20,671484379732588,671484379742338,3658,12053,118,321,0.0
35,671484379745922,671484379752255,181,1317,90,223,0.0
32,671484379745088,671484379753838,431,16520,73,255,0.0
33,671484379745505,671484379754755,17276,26817,87,283,669531252194422.0
34,671484379745672,671484379755255,5455,15871,90,293,0.0
43,671484379758172,671484379767588,667,16881,97,293,0.0
44,671484379758505,671484379767838,17405,28311,90,286,669531252194422.0
45,671484379758672,671484379768255,722,13197,94,297,0.0
8,671484379770687,671484379777187,981,23170,108,244,0.0
9,671484379771271,671484379780687,17520,27313,122,318,669531252194422.0
10,671484379771771,671484379781104,422,17899,108,304,0.0
27,671484379786505,671484379792922,260,1280,125,262,0.0
31,671484379785922,671484379793172,254,1205,115,265,0.0
28,671484379784172,671484379793588,3724,20097,97,293,0.0
29,671484379784588,671484379793922,18916,27114,80,276,669531252194422.0
30,671484379784838,671484379794338,245,20268,83,283,0.0
41,671484379797255,671484379806338,4084,23577,83,272,0.0
42,671484379797588,671484379806755,16091,27660,83,276,669531252194422.0
43,671484379797755,671484379807255,814,13355,97,297,0.0
0,671484379810021,671484379819104,935,19665,167,360,0.0
1,671484379810937,671484379819354,18216,26032,143,318,669531252194422.0
2,671484379810437,671484379819937,4111,18532,90,290,0.0
9,671484379824021,671484379831437,365,1306,118,276,0.0
10,671484379822854,671484379831854,3138,18904,76,265,0.0
11,671484379823021,671484379832354,17302,27905,104,300,669531252194422.0
12,671484379823604,671484379833104,3696,18782,111,311,0.0
33,671484379838172,671484379844422,365,1168,83,213,0.0
30,671484379836255,671484379845088,626,21683,87,272,0.0
31,671484379837088,671484379845755,17815,27032,115,297,669531252194422.0
46,671484379849255,671484379856422,3428,21771,90,241,0.0
47,671484379850088,671484379858672,15220,26968,108,290,669531252194422.0
48,671484379850005,671484379859172,1676,15648,83,276,0.0
20,671484379862422,671484379871838,18356,26019,111,307,669531252194422.0
19,671484379862088,671484379871922,488,14432,125,332,0.0
21,671484379862672,671484379872338,4100,20885,97,300,0.0
33,671484379874922,671484379884338,3354,22018,73,269,0.0
34,671484379875922,671484379884755,19170,26423,104,290,669531252194422.0
35,671484379875755,671484379885172,982,21490,104,304,0.0
10,671484379889271,671484379895521,346,1195,97,227,0.0
7,671484379887604,671484379896771,777,20161,94,286,0.0
8,671484379888187,671484379897687,19529,27127,108,307,669531252194422.0
9,671484379888437,671484379898104,3612,17326,111,314,0.0
28,671484379902088,671484379909088,307,1073,76,223,0.0
29,671484379901005,671484379910088,423,19982,80,272,0.0
30,671484379901422,671484379910755,17588,27688,90,286,669531252194422.0
31,671484379901672,671484379911255,3818,14773,87,290,0.0
43,671484379914588,671484379923755,19596,25432,108,300,669531252194422.0
42,671484379914255,671484379923755,490,11469,94,293,0.0
44,671484379914755,671484379924255,5084,24465,104,304,0.0
16,671484379926474,671484379936224,675,21789,108,311,0.0
17,671484379926724,671484379936391,16266,27960,101,304,669531252194422.0
18,671484379927641,671484379936807,5232,17121,125,318,0.0
36,671484379940338,671484379949005,1717,12976,69,251,0.0
37,671484379940922,671484379949755,17825,26698,83,269,669531252194422.0
38,671484379941172,671484379950088,1428,21353,115,304,0.0
6,671484379952854,671484379961687,2054,24058,115,300,0.0
7,671484379953104,671484379962354,19049,25214,111,307,669531252194422.0
8,671484379953354,671484379963021,1191,21143,108,311,0.0
19,671484379966088,671484379975338,1003,18811,111,307,0.0
20,671484379966255,671484379976005,18782,25544,87,290,669531252194422.0
21,671484379966505,671484379976338,3261,21051,101,307,0.0
33,671484379980672,671484379987505,179,1222,87,230,0.0
34,671484379979172,671484379987922,1213,18516,94,279,0.0
35,671484379979338,671484379988755,18411,27600,87,283,669531252194422.0
36,671484379979755,671484379989255,1260,20528,90,290,0.0
4,671484379992771,671484380000021,168,1094,80,230,0.0
6,671484379992104,671484380001354,19166,26513,108,300,669531252194422.0
5,671484379991854,671484380001521,1796,22809,108,311,0.0
7,671484379992771,671484380002104,1307,24061,101,297,0.0
33,671484380006922,671484380014172,218,1228,108,258,0.0
30,671484380005172,671484380014838,512,13087,66,269,0.0
31,671484380005672,671484380014838,17419,28391,101,293,669531252194422.0
32,671484380005672,671484380015255,4207,18791,97,297,0.0
6,671484380019437,671484380026021,231,1252,108,248,0.0
18,671484380019391,671484380026307,181,899,97,244,0.0
3,671484380017854,671484380026937,4170,18419,115,304,0.0
4,671484380018604,671484380027521,18734,28162,153,339,669531252194422.0
5,671484380019521,671484380028021,670,13690,157,335,0.0
21,671484380031088,671484380040505,3172,15462,139,335,0.0
22,671484380031338,671484380040755,16115,27271,115,314,669531252194422.0
23,671484380031588,671484380041338,702,15592,115,318,0.0
41,671484380045838,671484380053088,275,1298,101,255,0.0
38,671484380044172,671484380053338,3843,17263,80,272,0.0
39,671484380044588,671484380053755,16349,25929,83,276,669531252194422.0
40,671484380044755,671484380054172,855,19449,97,297,0.0
4,671484380058187,671484380065104,232,1238,115,258,0.0
6,671484380057021,671484380066354,17453,27156,108,304,669531252194422.0
5,671484380056854,671484380066521,913,14094,90,293,0.0
7,671484380057354,671484380067021,983,21507,108,311,0.0
50,671484380070172,671484380079588,847,14186,101,297,0.0
19,671484380070338,671484380079755,19556,26813,122,321,669531252194422.0
20,671484380070755,671484380080338,6055,22861,118,321,0.0
39,671484380084755,671484380091422,479,1357,97,237,0.0
36,671484380083088,671484380092755,4914,15421,83,286,0.0
37,671484380083755,671484380092755,16934,26359,97,286,669531252194422.0
38,671484380083755,671484380093255,563,14730,108,307,0.0
5,671484380097104,671484380104771,230,1231,115,276,0.0
9,671484380097271,671484380104771,296,2011,97,255,0.0
6,671484380095854,671484380105354,1973,16636,115,314,0.0
7,671484380096104,671484380105687,18401,25779,101,304,669531252194422.0
8,671484380096687,671484380106104,4085,20949,101,300,0.0
32,671484380110088,671484380118172,267,879,80,248,0.0
30,671484380109255,671484380118838,17506,26886,73,276,669531252194422.0
29,671484380109172,671484380118922,1260,20076,83,290,0.0
31,671484380110172,671484380119255,3658,14971,94,283,0.0
3,671484380121937,671484380131354,2656,20213,94,290,0.0
4,671484380122104,671484380131687,18773,26787,101,300,669531252194422.0
5,671484380122271,671484380132104,3581,18284,108,314,0.0
30,671484380136255,671484380143505,305,1368,83,234,0.0
27,671484380134922,671484380144255,3907,15752,59,255,0.0
28,671484380135422,671484380144755,16393,26452,101,297,669531252194422.0
29,671484380135672,671484380145255,872,15533,101,304,0.0
4,671484380149521,671484380156021,256,1233,111,248,0.0
1,671484380147937,671484380156937,3625,12125,115,304,0.0
2,671484380148187,671484380157354,17052,27004,90,283,669531252194422.0
3,671484380148271,671484380158021,3651,19583,94,300,0.0
22,671484380161172,671484380170838,17292,26109,83,286,669531252194422.0
21,671484380161172,671484380170922,3441,21248,90,293,0.0
23,671484380161588,671484380171338,4711,18654,80,283,0.0
36,671484380175505,671484380182422,219,1220,94,241,0.0
33,671484380174255,671484380183338,2421,19390,87,279,0.0
34,671484380174922,671484380183755,18371,27155,101,286,669531252194422.0
35,671484380174588,671484380184255,1291,17968,83,286,0.0
6,671484380187187,671484380196354,17799,28710,115,307,669531252194422.0
5,671484380186854,671484380196521,1221,18874,97,300,0.0
7,671484380187854,671484380197104,803,18430,122,318,0.0
15,671484380199891,671484380208641,4308,24515,360,542,0.0
16,671484380199724,671484380209224,18535,25851,153,353,669531252194422.0
17,671484380200057,671484380209807,794,15001,146,353,0.0
27,671484380213422,671484380222755,18827,25773,87,283,669531252194422.0
28,671484380214172,671484380223255,1129,23492,108,300,0.0
35,671484380227588,671484380234255,306,1176,101,241,0.0
36,671484380226088,671484380234672,3425,18695,76,255,0.0
37,671484380226338,671484380235755,18688,24281,73,269,669531252194422.0
38,671484380226672,671484380236088,2798,18987,80,276,0.0
1,671484380238771,671484380248354,554,16288,118,318,0.0
2,671484380239271,671484380248604,17993,27038,115,311,669531252194422.0
3,671484380239354,671484380249021,3608,18844,101,304,0.0
14,671484380251891,671484380261057,17946,25307,202,395,669531252194422.0
15,671484380252141,671484380261724,4864,20968,279,479,0.0
37,671484380266505,671484380273422,224,1231,90,237,0.0
34,671484380265255,671484380274255,3509,23123,115,304,0.0
35,671484380265672,671484380274755,19210,26802,87,276,669531252194422.0
36,671484380265588,671484380275255,745,11425,76,279,0.0
4,671484380278104,671484380287354,16370,28305,94,286,669531252194422.0
3,671484380277687,671484380287521,1457,16843,90,297,0.0
5,671484380278437,671484380288104,4050,17346,108,311,0.0
21,671484380291588,671484380298588,213,23608,111,258,0.0
19,671484380294172,671484380300838,3418,17519,216,356,0.0
20,671484380291422,671484380300838,19918,25194,132,332,669531252194422.0
31,671484380304255,671484380313255,2292,20693,101,290,0.0
32,671484380304672,671484380313755,17707,26887,111,304,669531252194422.0
33,671484380305672,671484380314338,3746,23159,104,286,0.0
44,671484380319505,671484380325672,240,1167,111,241,0.0
45,671484380317088,671484380326338,2506,20401,87,283,0.0
46,671484380317755,671484380326755,19203,27207,90,279,669531252194422.0
47,671484380317672,671484380327172,625,17140,80,279,0.0
5,671484380329937,671484380339021,3532,22721,181,370,0.0
6,671484380330354,671484380339354,16932,26629,188,377,669531252194422.0
7,671484380330521,671484380340104,1416,11998,122,325,0.0
32,671484380343922,671484380351088,147,1063,80,230,0.0
29,671484380343255,671484380351838,835,24615,76,255,0.0
30,671484380343255,671484380352922,19619,24887,80,283,669531252194422.0
31,671484380343755,671484380353338,1027,15873,87,286,0.0
40,671484380356172,671484380365755,1505,18132,73,276,0.0
41,671484380356505,671484380365755,18636,27111,90,286,669531252194422.0
42,671484380356672,671484380366255,1949,20264,83,286,0.0
14,671484380368891,671484380378391,19358,26437,108,307,669531252194422.0
15,671484380370141,671484380378807,1097,17575,265,447,0.0
35,671484380382172,671484380391588,2662,23496,76,272,0.0
36,671484380382505,671484380391672,19337,25784,73,265,669531252194422.0
37,671484380382672,671484380392255,420,19048,83,283,0.0
5,671484380396437,671484380403937,237,1202,104,262,0.0
2,671484380394854,671484380404437,3999,15313,111,311,0.0
3,671484380395937,671484380404687,15575,26927,115,297,669531252194422.0
4,671484380395521,671484380405104,2200,14724,115,314,0.0
24,671484380408088,671484380417422,2581,20627,115,311,0.0
25,671484380408505,671484380417755,16177,25576,139,335,669531252194422.0
26,671484380409005,671484380418255,762,20945,129,321,0.0
45,671484380421505,671484380430588,17284,25010,80,269,669531252194422.0
44,671484380421172,671484380430838,1219,19166,87,290,0.0
46,671484380421588,671484380431172,4154,20765,76,276,0.0
4,671484380433854,671484380443354,1571,17907,111,311,0.0
5,671484380434187,671484380443687,19815,25697,104,304,669531252194422.0
6,671484380434521,671484380444104,3769,17839,104,307,0.0
25,671484380447088,671484380453255,4169,22852,97,227,0.0
26,671484380447505,671484380456755,15843,27525,125,318,669531252194422.0
27,671484380447838,671484380457255,1804,17209,87,286,0.0
41,671484380461338,671484380469005,432,1285,111,272,0.0
38,671484380460088,671484380469588,4103,20071,76,276,0.0
39,671484380460755,671484380469922,18238,25671,87,279,669531252194422.0
40,671484380460755,671484380470172,512,19568,104,304,0.0
5,671484380475437,671484380481937,371,1124,129,265,0.0
2,671484380472687,671484380482437,1975,14711,97,304,0.0
3,671484380473104,671484380482687,16544,27101,83,283,669531252194422.0
4,671484380473437,671484380483021,2319,18726,108,311,0.0
16,671484380485891,671484380495057,17563,25030,192,384,669531252194422.0
15,671484380485724,671484380495141,4222,14479,377,577,0.0
17,671484380486057,671484380495807,1306,10285,192,398,0.0
33,671484380499255,671484380508505,222,16017,83,276,0.0
34,671484380499505,671484380508755,17925,27193,83,279,669531252194422.0
35,671484380499755,671484380509172,5132,19100,104,304,0.0
9,671484380513354,671484380520937,409,2150,108,269,0.0
6,671484380511937,671484380521437,1079,17221,118,318,0.0
7,671484380512104,671484380521687,18490,26811,108,311,669531252194422.0
8,671484380512354,671484380522104,2164,20024,87,293,0.0
20,671484380525005,671484380534922,3985,23650,108,314,0.0
21,671484380525338,671484380534922,17648,27834,94,297,669531252194422.0
22,671484380527005,671484380535422,1093,9383,115,290,0.0
34,671484380539172,671484380545672,215,1252,94,230,0.0
35,671484380538255,671484380547672,883,16651,87,283,0.0
36,671484380538922,671484380547672,18778,25691,94,279,669531252194422.0
37,671484380538588,671484380548255,622,21416,69,272,0.0
7,671484380552354,671484380559354,267,1214,115,262,0.0
5,671484380551104,671484380560354,17437,26919,104,300,669531252194422.0
4,671484380550937,671484380560521,3926,17934,115,318,0.0
6,671484380551604,671484380561104,1534,13314,108,307,0.0
20,671484380564172,671484380573588,1751,21558,111,307,0.0
21,671484380564422,671484380574005,20062,26387,108,307,669531252194422.0
22,671484380564588,671484380574338,1553,21626,118,325,0.0
34,671484380577005,671484380586838,3327,24432,83,290,0.0
35,671484380577588,671484380586838,16671,29333,87,283,669531252194422.0
36,671484380577838,671484380587255,3582,17372,90,286,0.0
1,671484380589854,671484380599104,3366,16239,83,276,0.0
2,671484380590604,671484380599354,18840,25737,111,293,669531252194422.0
3,671484380590271,671484380600021,785,10088,94,300,0.0
14,671484380602641,671484380611474,2107,23778,206,391,0.0
15,671484380603141,671484380612224,17708,27941,286,479,669531252194422.0
16,671484380602891,671484380612891,2289,21554,90,300,0.0
29,671484380616338,671484380625755,18140,26724,80,279,669531252194422.0
28,671484380616088,671484380625755,2660,20124,80,283,0.0
30,671484380616672,671484380626338,1132,21724,90,293,0.0
0,671484380629937,671484380638521,19213,26967,139,318,669531252194422.0
1,671484380629854,671484380639104,1094,20154,108,300,0.0
16,671484380641391,671484380651224,4289,21635,101,307,0.0
17,671484380641724,671484380651224,18770,26527,122,321,669531252194422.0
18,671484380641974,671484380651807,797,17985,118,325,0.0
27,671484380656422,671484380662922,286,1163,111,248,0.0
28,671484380655172,671484380663505,2579,17833,111,286,0.0
29,671484380655505,671484380664922,18709,27066,115,311,669531252194422.0
30,671484380655672,671484380665338,850,22282,101,304,0.0
38,671484380669588,671484380676838,233,1252,101,255,0.0
39,671484380668255,671484380677755,1750,13328,90,290,0.0
40,671484380668505,671484380677838,16085,28037,94,290,669531252194422.0
41,671484380668588,671484380678172,3651,18308,90,290,0.0
1,671484380680937,671484380690104,938,15642,122,314,0.0
2,671484380681354,671484380690354,18470,28645,122,311,669531252194422.0
3,671484380682104,671484380691021,9116,22322,129,318,669531252194422.0
50,671484380694172,671484380703255,599,13654,146,335,0.0
19,671484380694505,671484380703755,19662,26351,143,339,669531252194422.0
20,671484380694505,671484380704338,3281,20703,108,314,0.0
32,671484380708088,671484380715755,229,1221,83,244,0.0
29,671484380707172,671484380716338,1267,19768,97,290,0.0
30,671484380707338,671484380716922,16301,27292,83,283,669531252194422.0
31,671484380707588,671484380717338,3853,15395,83,290,0.0
48,671484380720172,671484380729588,4070,11333,101,300,0.0
49,671484380720588,671484380729838,19203,25759,90,286,669531252194422.0
50,671484380720755,671484380730172,1626,12359,111,307,0.0
21,671484380733672,671484380740588,4354,18445,111,258,0.0
19,671484380733255,671484380742588,1010,10654,206,402,0.0
20,671484380733422,671484380742922,19214,24867,139,339,669531252194422.0
35,671484380747338,671484380754922,276,1245,90,251,0.0
36,671484380746172,671484380755588,837,17761,94,290,0.0
37,671484380746588,671484380755672,17623,27043,94,286,669531252194422.0
38,671484380746755,671484380756255,1133,17838,87,286,0.0
1,671484380759021,671484380767937,1593,20226,132,318,0.0
2,671484380759937,671484380768604,19096,28379,129,311,669531252194422.0
3,671484380759271,671484380769021,663,16453,87,293,0.0
16,671484380771474,671484380780557,314,18523,104,293,0.0
17,671484380771641,671484380781224,17695,25879,111,311,669531252194422.0
18,671484380772224,671484380781807,5224,24110,146,349,0.0
37,671484380785255,671484380794588,2815,21914,87,283,0.0
38,671484380786172,671484380794672,17329,26499,111,290,669531252194422.0
39,671484380785672,671484380795255,3003,22183,90,293,0.0
2,671484380799187,671484380806021,309,1298,111,255,0.0
0,671484380798937,671484380807521,16927,27654,136,314,669531252194422.0
1,671484380798437,671484380808021,616,14838,115,318,0.0
23,671484380812505,671484380818672,297,1128,104,234,0.0
20,671484380811172,671484380820838,3504,21276,167,370,0.0
21,671484380811505,671484380820838,18145,25658,153,349,669531252194422.0
22,671484380811672,671484380821338,538,18368,129,332,0.0
44,671484380824172,671484380833672,683,19257,69,269,0.0
45,671484380824588,671484380833922,16577,26447,97,293,669531252194422.0
46,671484380824672,671484380834255,3596,14666,90,293,0.0
12,671484380837187,671484380846354,19015,25875,118,311,669531252194422.0
11,671484380836771,671484380846521,4419,22688,104,311,0.0
13,671484380837854,671484380847021,691,14137,146,339,0.0
26,671484380851505,671484380857838,443,1519,111,244,0.0
27,671484380850255,671484380859505,2496,14861,83,279,0.0
28,671484380850505,671484380859755,16937,27350,90,283,669531252194422.0
29,671484380852672,671484380860255,3330,18953,125,283,0.0
44,671484380864255,671484380870672,180,1216,104,241,0.0
45,671484380863255,671484380872588,505,13839,87,283,0.0
46,671484380863672,671484380872838,17110,27975,87,279,669531252194422.0
47,671484380864255,671484380873255,1994,18678,101,290,0.0
12,671484380875771,671484380885354,5013,19548,108,311,0.0
13,671484380876187,671484380885687,17279,27196,129,328,669531252194422.0
37,671484380889088,671484380898088,1795,15713,76,265,0.0
38,671484380889588,671484380898755,16353,26609,80,272,669531252194422.0
39,671484380889922,671484380899255,5096,23379,87,283,0.0
4,671484380902937,671484380911354,20559,25546,136,311,669531252194422.0
3,671484380901687,671484380911604,1255,16926,83,290,0.0
5,671484380902604,671484380912104,2870,20872,118,318,0.0
26,671484380915172,671484380924755,478,22133,80,283,0.0
27,671484380915422,671484380924755,17165,27669,87,283,669531252194422.0
28,671484380915588,671484380925338,1435,16171,80,283,0.0
38,671484380929838,671484380936505,280,1270,104,244,0.0
39,671484380928172,671484380937338,852,15829,111,304,0.0
40,671484380928588,671484380937755,18925,25773,80,272,669531252194422.0
41,671484380928672,671484380938172,917,22136,90,290,0.0
3,671484380941604,671484380949437,261,1372,104,269,0.0
1,671484380941187,671484380950271,16008,28037,104,293,669531252194422.0
0,671484380941021,671484380950521,4574,17497,111,311,0.0
2,671484380941521,671484380951021,970,14271,115,314,0.0
16,671484380953557,671484380962974,1249,17679,125,321,0.0
17,671484380953641,671484380963391,17460,26991,101,307,669531252194422.0
18,671484380954141,671484380963807,3872,15315,111,314,0.0
28,671484380968505,671484380974672,244,1246,104,234,0.0
29,671484380967005,671484380976838,1254,11508,87,293,0.0
30,671484380967338,671484380976838,16773,25333,80,279,669531252194422.0
31,671484380968172,671484380977255,3501,23429,90,279,0.0
49,671484380981505,671484380988505,198,1300,104,251,0.0
45,671484380981755,671484380988588,184,1184,94,237,0.0
46,671484380980255,671484380989338,3553,18062,101,290,0.0
47,671484380980505,671484380989755,17023,26567,73,265,669531252194422.0
48,671484380980588,671484380990088,906,16391,87,286,0.0
20,671484380993172,671484381002588,2858,19422,111,307,0.0
21,671484380993422,671484381002922,17034,26528,104,304,669531252194422.0
22,671484380993588,671484381003338,3005,17274,101,304,0.0
43,671484381006088,671484381014922,3667,19678,69,255,0.0
46,671484381007422,671484381015088,338,1207,87,248,0.0
44,671484381006505,671484381015755,17074,26144,83,276,669531252194422.0
45,671484381006588,671484381016172,1076,11456,90,293,0.0
6,671484381021104,671484381027771,338,1655,132,272,0.0
7,671484381018771,671484381028354,3975,18091,104,304,0.0
8,671484381019104,671484381028687,16546,29027,104,304,669531252194422.0
9,671484381019687,671484381029104,2118,19925,108,307,0.0
29,671484381033922,671484381040505,244,1168,101,237,0.0
25,671484381033005,671484381040838,318,1141,69,234,0.0
26,671484381032088,671484381040922,3236,17726,97,283,0.0
27,671484381032338,671484381041755,19297,25624,94,290,669531252194422.0
28,671484381033338,671484381042172,315,20021,111,297,0.0
39,671484381046755,671484381053922,285,1001,87,237,0.0
36,671484381045172,671484381054588,1838,20980,83,279,0.0
37,671484381046088,671484381054672,15547,27399,97,276,669531252194422.0
38,671484381046005,671484381055172,4517,18188,108,300,0.0
3,671484381058937,671484381067687,16350,26764,118,304,669531252194422.0
4,671484381058854,671484381068104,5336,24382,122,318,0.0
16,671484381070641,671484381076974,2054,23454,227,360,0.0
17,671484381070974,671484381080224,17316,27692,174,370,669531252194422.0
18,671484381071807,671484381080807,5235,15124,206,395,0.0
32,671484381085588,671484381092838,262,1319,104,255,0.0
33,671484381084088,671484381093588,786,11047,90,290,0.0
34,671484381085255,671484381093922,19583,25793,104,286,669531252194422.0
35,671484381085172,671484381094255,3935,23264,97,290,0.0
0,671484381096854,671484381105854,412,14113,115,304,0.0
1,671484381097937,671484381106354,16790,28109,122,300,669531252194422.0
2,671484381097437,671484381107104,4728,18680,97,300,0.0
25,671484381110088,671484381119422,925,21513,90,286,0.0
26,671484381110588,671484381119922,19126,26742,104,300,669531252194422.0
27,671484381110422,671484381120338,3615,17517,76,286,0.0
45,671484381124505,671484381131338,146,944,73,216,0.0
46,671484381123172,671484381132088,935,22140,80,265,0.0
47,671484381123505,671484381132672,19460,26077,83,276,669531252194422.0
48,671484381124172,671484381133172,1809,23205,94,283,0.0
10,671484381135937,671484381144854,3167,20551,181,370,0.0
11,671484381136271,671484381145521,15915,26519,171,363,669531252194422.0
12,671484381136604,671484381146104,4212,17540,118,318,0.0
20,671484381148922,671484381158838,2534,22932,87,293,0.0
21,671484381149422,671484381158838,17598,27605,111,307,669531252194422.0
22,671484381150338,671484381159338,2018,16343,115,304,0.0
37,671484381163505,671484381171005,334,1248,97,255,0.0
34,671484381162172,671484381171588,4506,22320,76,272,0.0
35,671484381162922,671484381171755,18423,27281,115,300,669531252194422.0
36,671484381162755,671484381172255,1081,13825,83,283,0.0
0,671484381175937,671484381184604,17528,28854,157,339,669531252194422.0
1,671484381175687,671484381185021,1391,13910,139,335,0.0
14,671484381187807,671484381197391,17445,26706,104,304,669531252194422.0
15,671484381188891,671484381197724,3521,16396,227,412,0.0
39,671484381201505,671484381210588,16750,27093,76,269,669531252194422.0
38,671484381201172,671484381210838,5047,21127,87,290,0.0
40,671484381201588,671484381211172,962,15915,69,272,0.0
50,671484381214922,671484381223588,19227,24700,136,318,669531252194422.0
49,671484381214172,671484381223755,595,18336,80,283,0.0
19,671484381215255,671484381224088,4328,17246,125,311,0.0
23,671484381228672,671484381235005,571,1178,101,234,669531252194422.0
20,671484381227422,671484381236755,3903,14904,241,437,0.0
21,671484381228088,671484381236838,16681,25732,157,342,669531252194422.0
22,671484381227588,671484381237338,409,12838,108,314,0.0
30,671484381240172,671484381249255,4861,17530,73,262,0.0
31,671484381240922,671484381249755,18761,27385,111,297,669531252194422.0
32,671484381240505,671484381250338,476,13648,90,297,0.0
44,671484381254338,671484381262005,254,1206,97,258,0.0
41,671484381253172,671484381262672,1335,19844,83,283,0.0
42,671484381253505,671484381262922,18537,26231,90,290,669531252194422.0
43,671484381253588,671484381263172,500,16582,94,293,0.0
8,671484381265771,671484381275354,2433,14203,97,300,0.0
9,671484381266021,671484381275687,16381,28181,94,297,669531252194422.0
10,671484381266771,671484381276104,4575,16135,111,307,0.0
33,671484381279172,671484381288588,1168,18294,94,293,0.0
34,671484381279588,671484381288922,17876,26172,101,297,669531252194422.0
35,671484381279755,671484381289255,4411,21571,94,293,0.0
5,671484381292937,671484381300354,318,1204,94,251,0.0
3,671484381292271,671484381301354,17085,26670,104,293,669531252194422.0
2,671484381291854,671484381301521,1646,21622,104,307,0.0
4,671484381292521,671484381302021,390,16236,97,297,0.0
24,671484381305172,671484381314588,3747,16036,94,293,0.0
25,671484381306088,671484381314922,15417,26193,136,321,669531252194422.0
26,671484381305755,671484381315255,648,19460,136,335,0.0
45,671484381319505,671484381327005,214,1061,94,251,0.0
47,671484381318338,671484381327588,16882,27827,83,276,669531252194422.0
46,671484381318255,671484381327755,4528,15668,101,300,0.0
48,671484381319172,671484381328088,420,15968,101,286,0.0
17,671484381330557,671484381339974,3509,14147,115,311,0.0
18,671484381330891,671484381340391,17670,25038,143,342,669531252194422.0
34,671484381345755,671484381352088,346,1211,101,234,0.0
35,671484381344005,671484381353088,602,10030,76,269,0.0
36,671484381344422,671484381353755,20011,24806,97,293,669531252194422.0
37,671484381344672,671484381354172,3158,18599,97,297,0.0
5,671484381358521,671484381365354,390,1194,122,265,0.0
2,671484381356937,671484381366354,2756,21099,111,307,0.0
3,671484381357187,671484381366687,17309,26955,108,307,669531252194422.0
4,671484381357521,671484381367021,657,16118,108,307,0.0
22,671484381370088,671484381379588,4723,17522,94,293,0.0
23,671484381370338,671484381379922,17577,26734,108,307,669531252194422.0
24,671484381370672,671484381380338,597,14343,94,297,0.0
37,671484381383172,671484381391838,2600,19878,87,269,0.0
38,671484381383588,671484381392755,17279,26607,76,269,669531252194422.0
39,671484381383838,671484381393088,3547,16013,97,293,0.0
11,671484381396021,671484381405354,16455,27436,97,293,669531252194422.0
10,671484381396021,671484381405521,4256,17164,125,325,0.0
12,671484381396354,671484381406104,336,19678,115,318,0.0
26,671484381410422,671484381416755,215,1375,87,220,0.0
27,671484381409088,671484381418838,691,17184,73,279,0.0
28,671484381409672,671484381418838,17610,27036,97,290,669531252194422.0
29,671484381409672,671484381419255,2448,21927,87,286,0.0
39,671484381423672,671484381430505,216,1257,108,251,0.0
40,671484381422255,671484381431755,1314,14350,97,297,0.0
